SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
ant	stack	supply	shelf	AT	1.7	0.95	on	The ant stacked the supply on the shelf .	0.04007895663380623	table_(0.21212871);floor_(0.08804343);ground_(0.08688451);counter_(0.07790001);shelf_(0.040078957);	6.716248321936291e-07
mother	push	stroller	desert	AT	1.9	1.22	in	The mother pushed the stroller in the desert .	5.453154517454095e-05	door_(0.122628205);driveway_(0.07678042);corner_(0.068867415);doorway_(0.05913964);room_(0.058556702);	0.0001794452837202698
artist	assemble	art	dump	AT	2.1	1.45	at	The artist assembled the art at the dump .	0.00016095882165245712	studio_(0.14689372);airport_(0.07477411);site_(0.054084398);museum_(0.042882934);gallery_(0.040470775);	4.74571279482916e-05
dog	dig	hole	stadium	AT	2.55	1.36	in	The dog dug the hole in the stadium .	3.0132981919450685e-05	ground_(0.2289482);dirt_(0.08667819);floor_(0.08052949);snow_(0.060423132);sand_(0.041047838);	1.9115712348138914e-05
student	hear	lecture	subway	AT	2.25	1.13	in	The student heard the lecture in the subway .	0.0006081211031414568	background_(0.14216547);audience_(0.07232752);auditorium_(0.048637185);library_(0.040717844);distance_(0.035211682);	4.998115400667302e-06
teenager	hear	music	classroom	AT	4.55	1.53	in	The teenager heard the music in the classroom .	0.0003550896653905511	background_(0.549209);distance_(0.1757379);room_(0.018825455);car_(0.01607241);air_(0.00906876);	5.449614945973735e-06
traveller	check	watch	prison	AT	1.75	1.13	in	The traveller checked the watch in the prison .	0.00019917602185159922	mirror_(0.09189956);corridor_(0.07833578);darkness_(0.064512454);pocket_(0.05512877);dark_(0.04983434);	3.4064100873365533e-06
jockey	ride	horse	hospital	AT	1.3	0.46	at	The jockey rode the horse at the hospital .	9.824578592088073e-05	start_(0.16309233);races_(0.08257199);race_(0.07105793);time_(0.0637176);front_(0.043594666);	2.6729803721536882e-06
gardener	gather	grass	savannah	AT	3.0	1.84	in	The gardener gathered the grass in the savannah .			
housewife	clean	table	armory	AT	2.05	1.16	in	The housewife cleaned the table in the armory .			
child	throw	snowball	theater	AT	1.55	0.67	in	The child threw the snowball in the theater .	7.953180102049373e-06	air_(0.7815231);face_(0.024594542);sky_(0.011633593);fire_(0.010448673);fireplace_(0.007880253);	5.175656951905694e-06
truck	plow	snow	shop	AT	1.5	0.59	in	The truck plowed the snow in the shop .	0.00028590424335561693	driveway_(0.18294497);street_(0.08092339);road_(0.0692531);yard_(0.048306957);drive_(0.048249133);	1.6511317880940624e-05
gardener	decorate	garden	skyscraper	AT	2.2	1.4	in	The gardener decorated the garden in the skyscraper .			
comedian	entertain	audience	submarine	AT	1.65	0.96	in	The comedian entertained the audience in the submarine .	3.469077910267515e-06	theatre_(0.096364304);studio_(0.09122083);show_(0.07017396);theater_(0.05581948);stage_(0.04106226);	1.664443942672733e-07
animal	find	food	supermarket	AT	2.75	1.84	in	The animal found the food in the supermarket .	0.00025460668257437646	water_(0.09658032);mud_(0.0582907);soil_(0.029836383);grass_(0.026318114);forest_(0.023702381);	8.305934215968591e-07
dog	chase	ball	museum	AT	1.6	0.73	in	The dog chased the ball in the museum .	5.524901644093916e-05	air_(0.41956672);grass_(0.034634396);sky_(0.025650889);woods_(0.024142278);darkness_(0.021244658);	4.128263299207902e-06
driver	hear	horn	library	AT	2.15	1.62	in	The driver heard the horn in the library .	2.877814586099703e-05	distance_(0.6542644);background_(0.09830326);car_(0.051861096);darkness_(0.018773783);night_(0.011802145);	0.0001510238362243399
painter	decorate	wall	restroom	AT	3.75	1.84	in	The painter decorated the wall in the restroom .			
journalist	write	article	forest	AT	2.35	1.06	in	The journalist wrote the article in the forest .	7.348787767114118e-05	newspaper_(0.4990849);paper_(0.07844504);magazine_(0.072059736);morning_(0.033384316);newspapers_(0.029881705);	8.579422137700021e-05
soldier	hang	rifle	terrace	AT	2.35	1.49	in	The soldier hung the rifle in the terrace .	6.735228453180753e-06	closet_(0.18183298);corner_(0.09872878);wall_(0.042982355);rack_(0.036194496);window_(0.026094269);	3.964856659877114e-06
spectator	hear	speech	barn	AT	2.1	1.09	at	The spectator heard the speech at the barn .	0.0003677869972307235	end_(0.08267233);time_(0.07865181);podium_(0.042512015);bar_(0.03534508);stadium_(0.031841848);	1.0825972822203767e-05
biologist	use	microscope	bookshop	AT	1.75	1.18	in	The biologist used the microscope in the bookshop .			
painter	paint	picture	barracks	AT	2.45	1.36	in	The painter painted the picture in the barracks .	9.760546527104452e-05	church_(0.101256);morning_(0.08410018);studio_(0.057185743);chapel_(0.046238188);afternoon_(0.04621888);	6.647165719186887e-06
waiter	open	bottle	battlefield	AT	1.5	1.16	in	The waiter opened the bottle in the battlefield .	9.860527683258624e-08	glass_(0.25426432);refrigerator_(0.08062426);fridge_(0.0569963);microwave_(0.0450418);tray_(0.037419282);	4.51781170340837e-06
student	wear	jeans	swimming-pool	AT	1.55	0.59	in	The student wore the jeans in the swimming-pool .			
musician	hold	guitar	kitchen	AT	3.3	1.65	in	The musician held the guitar in the kitchen .	0.0003724965499714017	air_(0.49209848);middle_(0.09002811);hand_(0.06799302);center_(0.06075762);background_(0.0308018);	3.947937784687383e-06
undertaker	dig	grave	park	AT	2.15	1.42	at	The undertaker dug the grave at the park .	0.00459523219615221	cemetery_(0.29519594);site_(0.099040575);church_(0.07699493);churchyard_(0.046710253);graveyard_(0.033623062);	4.360412640380673e-05
artist	hang	picture	factory	AT	2.3	1.1	in	The artist hung the picture in the factory .	0.0005940629635006189	gallery_(0.13730198);hall_(0.05700637);attic_(0.05662492);studio_(0.04524178);window_(0.043098386);	1.4787588952458464e-05
truck	hit	car	beach	AT	2.0	1.34	at	The truck hit the car at the beach .	0.0009088823571801186	shoulder_(0.14776653);rear_(0.10089967);back_(0.08764844);wheel_(0.06628353);bumper_(0.038983658);	4.073721720487811e-05
housemaid	clean	dish	cinema	AT	1.35	0.73	at	The housemaid cleaned the dish at the cinema .	3.6094850656809285e-05	sink_(0.37311125);table_(0.16314983);kitchen_(0.056271184);door_(0.044483233);house_(0.03329169);	1.2760667686961824e-06
thief	grab	money	nursery	AT	2.35	1.24	in	The thief grabbed the money in the nursery .	6.065753495931858e-06	bag_(0.09461947);air_(0.06601322);pocket_(0.054813903);hand_(0.053663865);back_(0.036310058);	5.220207185629988e-06
cheerleader	shake	flag	garage	AT	2.05	1.36	in	The cheerleader shook the flag in the garage .	2.764810005828622e-06	air_(0.9788619);breeze_(0.003774385);wind_(0.0035586166);dirt_(0.0012666042);sand_(0.0010610736);	8.165157851180993e-06
child	pick	flower	canyon	AT	2.85	1.01	in	The child picked the flower in the canyon .	6.466234481194988e-05	garden_(0.057750855);middle_(0.051973164);basket_(0.026470443);jar_(0.023596054);bowl_(0.021373076);	5.4447318689199165e-06
student	celebrate	graduation	cemetery	AT	1.4	0.58	in	The student celebrated the graduation in the cemetery .	0.006645582616329193	evening_(0.11772676);morning_(0.06039059);church_(0.057267364);temple_(0.057181522);village_(0.036171123);	2.616945312183816e-05
sculptor	carve	stone	discotheque	AT	1.45	0.5	at	The sculptor carved the stone at the discotheque .			
student	use	computer	helicopter	AT	1.7	0.9	in	The student used the computer in the helicopter .	5.876094655832276e-05	classroom_(0.33490342);study_(0.11424372);school_(0.02899159);morning_(0.026572304);class_(0.026302805);	6.922084139660001e-05
cook	check	grocery	church	AT	2.05	1.32	in	The cook checked the grocery in the church .	0.0004634788492694497	morning_(0.3456357);kitchen_(0.23356634);back_(0.035486206);afternoon_(0.035452683);basement_(0.026146555);	7.089143036864698e-05
fisherman	check	net	airplane	AT	1.55	0.59	in	The fisherman checked the net in the airplane .	1.8408418327453546e-05	water_(0.18871653);basket_(0.048898466);bucket_(0.0469248);boat_(0.046342693);river_(0.04561469);	1.1720719612640096e-06
mechanic	fix	tire	bakery	AT	1.75	1.09	at	The mechanic fixed the tire at the bakery .	0.0007402597111649811	garage_(0.1260617);hospital_(0.04427457);station_(0.03898459);house_(0.037669126);wheel_(0.027145462);	4.442021690920228e-06
policeman	examine	car	desert	AT	2.75	1.7	in	The policeman examined the car in the desert .	0.000552806886844337	mirror_(0.610048);moonlight_(0.054152586);window_(0.04915367);daylight_(0.0286983);light_(0.024401734);	0.00011086207814514637
