SUBJECT	VERB	OBJECT	LOCATION	typicality	mean_rat	std_rat	LM	sentence	computed_score	best_completions	baseline_score
teenager	hear	music	classroom	AT	4.55	1.53	in	The teenager heard the music in the classroom .	0.006262198090553284	background_(0.2346755);back_(0.049776576);car_(0.044751715);room_(0.031549763);middle_(0.02729134);	2.305400357727194e-06
traveller	check	watch	prison	AT	1.75	1.13	in	The traveller checked the watch in the prison .	9.366391896037385e-05	pocket_(0.05495084);back_(0.024897305);car_(0.020852214);drawer_(0.015062432);box_(0.014767041);	1.427098595740972e-06
jockey	ride	horse	hospital	AT	1.3	0.46	at	The jockey rode the horse at the hospital .	0.0003050478408113122	start_(0.04505947);top_(0.020999892);race_(0.020003257);end_(0.016792465);same_(0.01658227);	0.0002303995133843273
gardener	gather	grass	savannah	AT	3.0	1.84	in	The gardener gathered the grass in the savannah .			
housewife	clean	table	armory	AT	2.05	1.16	in	The housewife cleaned the table in the armory .			
child	throw	snowball	theater	AT	1.55	0.67	in	The child threw the snowball in the theater .	7.239807018777356e-05	air_(0.13373435);direction_(0.071757816);face_(0.053463977);child_(0.017806418);middle_(0.01778768);	7.548424605374748e-07
truck	plow	snow	shop	AT	1.5	0.59	in	The truck plowed the snow in the shop .	0.00016663101268932223	middle_(0.064191855);parking_(0.05713874);driveway_(0.03456556);road_(0.03204215);area_(0.025594024);	2.3407787921314593e-06
gardener	decorate	garden	skyscraper	AT	2.2	1.4	in	The gardener decorated the garden in the skyscraper .			
comedian	entertain	audience	submarine	AT	1.65	0.96	in	The comedian entertained the audience in the submarine .	7.300093784579076e-06	audience_(0.04176075);middle_(0.018427877);first_(0.016556872);same_(0.012878382);form_(0.01192283);	5.179946583666606e-06
animal	find	food	supermarket	AT	2.75	1.84	in	The animal found the food in the supermarket .	0.001379027497023344	trash_(0.018528488);garbage_(0.015648566);bag_(0.013091637);house_(0.010908387);kitchen_(0.010879712);	6.542356345562439e-07
dog	chase	ball	museum	AT	1.6	0.73	in	The dog chased the ball in the museum .	4.180780888418667e-05	air_(0.12014223);first_(0.0578621);end_(0.042841952);final_(0.023454329);middle_(0.02266725);	3.5276375456305686e-06
driver	hear	horn	library	AT	2.15	1.62	in	The driver heard the horn in the library .	4.2897710955003276e-05	back_(0.13008045);rear_(0.08602779);car_(0.06890202);passenger_(0.04503836);parking_(0.02780073);	0.00028209309675730765
painter	decorate	wall	restroom	AT	3.75	1.84	in	The painter decorated the wall in the restroom .	8.64086250658147e-05	room_(0.013995268);basement_(0.011075392);church_(0.011013544);house_(0.010804974);home_(0.009679606);	1.9909554893615677e-08
journalist	write	article	forest	AT	2.35	1.06	in	The journalist wrote the article in the forest .	5.761130978498841e-06	wake_(0.1782454);hope_(0.038187344);Guardian_(0.03703815);New_(0.036147606);aftermath_(0.033286255);	1.3504081834980752e-06
soldier	hang	rifle	terrace	AT	2.35	1.49	in	The soldier hung the rifle in the terrace .			
spectator	hear	speech	barn	AT	2.1	1.09	at	The spectator heard the speech at the barn .	2.019877138081938e-05	end_(0.04218682);start_(0.03543229);beginning_(0.027694669);time_(0.018750876);same_(0.013381543);	6.726783794874791e-06
biologist	use	microscope	bookshop	AT	1.75	1.18	in	The biologist used the microscope in the bookshop .			
painter	paint	picture	barracks	AT	2.45	1.36	in	The painter painted the picture in the barracks .	9.595564733899664e-06	painting_(0.03608413);early_(0.035371084);late_(0.027439842);book_(0.027145619);first_(0.023309045);	7.831660582269251e-07
waiter	open	bottle	battlefield	AT	1.5	1.16	in	The waiter opened the bottle in the battlefield .	3.6522885693557328e-06	middle_(0.11122786);sink_(0.0679803);kitchen_(0.047172);direction_(0.03909592);restaurant_(0.018752418);	4.044089223498304e-07
student	wear	jeans	swimming-pool	AT	1.55	0.59	in	The student wore the jeans in the swimming-pool .			
musician	hold	guitar	kitchen	AT	3.3	1.65	in	The musician held the guitar in the kitchen .	0.0007480256026610732	air_(0.36483875);left_(0.04498303);same_(0.043580756);middle_(0.040700838);palm_(0.034626786);	6.493640736238149e-09
undertaker	dig	grave	park	AT	2.15	1.42	at	The undertaker dug the grave at the park .	0.0008262885385192931	site_(0.09613027);bottom_(0.06733335);end_(0.03965336);spot_(0.034313977);foot_(0.031492602);	1.716836959531065e-05
artist	hang	picture	factory	AT	2.3	1.1	in	The artist hung the picture in the factory .	0.00017226363706868142	gallery_(0.04940171);window_(0.024525503);lobby_(0.02433687);studio_(0.018451342);office_(0.013330623);	1.6115014659590088e-05
truck	hit	car	beach	AT	2.0	1.34	at	The truck hit the car at the beach .	0.00022758419800084084	intersection_(0.28108838);end_(0.041734185);corner_(0.036785915);entrance_(0.025584687);top_(0.024297133);	6.121205660747364e-05
housemaid	clean	dish	cinema	AT	1.35	0.73	at	The housemaid cleaned the dish at the cinema .	0.0002524135634303093	table_(0.08100416);kitchen_(0.045744617);dining_(0.04545967);end_(0.041933127);restaurant_(0.04061384);	1.9747635471301095e-10
thief	grab	money	nursery	AT	2.35	1.24	in	The thief grabbed the money in the nursery .	1.3989575563755352e-05	bag_(0.056585673);bank_(0.050797038);car_(0.035489112);back_(0.0348266);wallet_(0.0263614);	6.709151900707866e-09
cheerleader	shake	flag	garage	AT	2.05	1.36	in	The cheerleader shook the flag in the garage .	6.198543269420043e-05	air_(0.12064309);middle_(0.06863084);face_(0.027200915);crowd_(0.025975104);background_(0.025350172);	2.284098465921147e-09
child	pick	flower	canyon	AT	2.85	1.01	in	The child picked the flower in the canyon .	4.227009412716143e-05	garden_(0.13406757);middle_(0.062737525);park_(0.019266285);street_(0.0157778);flower_(0.014915117);	1.0360943178966409e-06
student	celebrate	graduation	cemetery	AT	1.4	0.58	in	The student celebrated the graduation in the cemetery .	0.0008400868973694742	middle_(0.026278896);courtyard_(0.02203084);school_(0.021586765);student_(0.02029576);same_(0.016319178);	2.0649383714044234e-06
sculptor	carve	stone	discotheque	AT	1.45	0.5	at	The sculptor carved the stone at the discotheque .			
student	use	computer	helicopter	AT	1.7	0.9	in	The student used the computer in the helicopter .	7.436978921759874e-05	classroom_(0.1210338);room_(0.038580682);dorm_(0.033234276);bathroom_(0.031189289);library_(0.024616914);	4.720027845905861e-06
cook	check	grocery	church	AT	2.05	1.32	in	The cook checked the grocery in the church .	0.0007307279738597572	back_(0.15959974);kitchen_(0.13848715);store_(0.038971007);car_(0.035250645);front_(0.028089901);	2.0532831968012033e-07
fisherman	check	net	airplane	AT	1.55	0.59	in	The fisherman checked the net in the airplane .	2.1125799321453087e-05	water_(0.045552794);middle_(0.038012322);morning_(0.036300402);area_(0.030341228);river_(0.029132163);	1.5718201185066505e-09
mechanic	fix	tire	bakery	AT	1.75	1.09	at	The mechanic fixed the tire at the bakery .	3.0156359571265057e-05	end_(0.06937637);track_(0.036812358);wheel_(0.031307142);bottom_(0.02907413);same_(0.021032738);	1.101584867768679e-08
policeman	examine	car	desert	AT	2.75	1.7	in	The policeman examined the car in the desert .	0.0012378779938444495	parking_(0.103946045);car_(0.035197355);back_(0.02860957);garage_(0.026637161);driveway_(0.023925174);	3.147854865659383e-09
